部品コード,品名,工順,工程No,工程名,外注先NO,外注先名
33994-361-11000,ﾌﾚ-ﾑ 740,4,1,鋳造,99999,秋葉
33995-361-01100,ﾌﾚ-ﾑ 44B SED,1,23,検査,99999,秋葉
33995-361-01100,ﾌﾚ-ﾑ 44B SED,2,8,仕上加工,56005,ﾏﾂｲ
33995-361-01100,ﾌﾚ-ﾑ 44B SED,3,1,鋳造,99999,秋葉
33999-361-00000,ﾌﾚｰﾑ 782,1,23,検査,99999,秋葉
33999-361-00000,ﾌﾚｰﾑ 782,2,8,仕上加工,56005,ﾏﾂｲ
33999-361-00000,ﾌﾚｰﾑ 782,3,1,鋳造,99999,秋葉
34002-361-16200,"FRAME,, SA7(B) RR",1,23,検査,0,#N/A
34002-361-16200,"FRAME,, SA7(B) RR",2,9,機械加工,56049,ﾀﾂﾐ
34002-361-16200,"FRAME,, SA7(B) RR",3,8,仕上加工,56001,ﾏﾙｺｳ
34002-361-16200,"FRAME,, SA7(B) RR",4,1,鋳造,99999,秋葉
34014-360-12000,ﾌﾚ-ﾑ SA7(A) RR,1,23,検査,99999,秋葉
34014-360-12000,ﾌﾚ-ﾑ SA7(A) RR,2,8,仕上加工,56001,ﾏﾙｺｳ
34014-360-12000,ﾌﾚ-ﾑ SA7(A) RR,3,1,鋳造,99999,秋葉
34022-360-OY,ﾌﾚ-ﾑ C-10V,1,23,検査,0,#N/A
34022-360-OY,ﾌﾚ-ﾑ C-10V,2,9,機械加工,0,#N/A
34022-360-OY,ﾌﾚ-ﾑ C-10V,3,8,仕上加工,56001,ﾏﾙｺｳ
34022-360-OY,ﾌﾚ-ﾑ C-10V,4,1,鋳造,51212,関口
34023-361-21000,"FRAME,,",1,9,機械加工,0,#N/A
34043-360-01000,ﾌﾚ-ﾑ SJ8,1,23,検査,99999,秋葉
34043-360-01000,ﾌﾚ-ﾑ SJ8,2,8,仕上加工,56001,ﾏﾙｺｳ
34043-360-01000,ﾌﾚ-ﾑ SJ8,3,1,鋳造,99999,秋葉
34049-361-01000,ﾌﾚ-ﾑ 69W,1,23,検査,99999,秋葉
34049-361-01000,ﾌﾚ-ﾑ 69W,2,8,仕上加工,56001,ﾏﾙｺｳ
34049-361-01000,ﾌﾚ-ﾑ 69W,3,1,鋳造,99999,秋葉
34050-361-01100,"FRAME,, H20H",1,23,検査,99999,秋葉
34050-361-01100,"FRAME,, H20H",2,9,機械加工,0,#N/A
34050-361-01100,"FRAME,, H20H",3,8,仕上加工,56001,ﾏﾙｺｳ
34050-361-01100,"FRAME,, H20H",4,1,鋳造,51213,岡芹
34051-361-00100,"FRAME,, 788",1,23,検査,99999,秋葉
34051-361-00100,"FRAME,, 788",2,9,機械加工,56029,ﾑｻｼ　
34051-361-00100,"FRAME,, 788",3,8,仕上加工,56001,ﾏﾙｺｳ
34051-361-00100,"FRAME,, 788",4,1,鋳造,99999,秋葉
34054-361-01100,"FRAME,,",1,9,機械加工,0,#N/A
34055-360-10000,ﾌﾚｰﾑ 960,1,23,検査,99999,秋葉
34055-360-10000,ﾌﾚｰﾑ 960,2,8,仕上加工,56001,ﾏﾙｺｳ
34055-360-10000,ﾌﾚｰﾑ 960,3,1,鋳造,99999,秋葉
34057-360-00000,ﾌﾚｰﾑ 48V,1,23,検査,99999,秋葉
34057-360-00000,ﾌﾚｰﾑ 48V,2,8,仕上加工,56001,ﾏﾙｺｳ
34057-360-00000,ﾌﾚｰﾑ 48V,3,1,鋳造,99999,秋葉
34058-360-01000,ﾌﾚｰﾑ SR3,1,23,検査,99999,秋葉
34058-360-01000,ﾌﾚｰﾑ SR3,2,8,仕上加工,56005,ﾏﾂｲ
34058-360-01000,ﾌﾚｰﾑ SR3,3,1,鋳造,99999,秋葉
34058-361-02100,"FRAME,, SR3 048ﾖｳ",1,23,検査,0,#N/A
34058-361-02100,"FRAME,, SR3 048ﾖｳ",2,9,機械加工,50209,雨宮
34058-361-02100,"FRAME,, SR3 048ﾖｳ",3,8,仕上加工,56005,ﾏﾂｲ
34058-361-02100,"FRAME,, SR3 048ﾖｳ",4,1,鋳造,99999,秋葉
34062-361-00000,"FRAME,, S03",1,23,検査,99999,秋葉
34062-361-00000,"FRAME,, S03",2,9,機械加工,0,#N/A
34062-361-00000,"FRAME,, S03",3,8,仕上加工,56001,ﾏﾙｺｳ
34062-361-00000,"FRAME,, S03",4,1,鋳造,99999,秋葉
34222KC000,ﾌﾞﾗｹｯﾄﾎﾟﾝﾌﾟMSC,1,8,仕上加工,56008,大沢
34222KC000,ﾌﾞﾗｹｯﾄﾎﾟﾝﾌﾟMSC,2,1,鋳造,99999,秋葉
34222KC010,ﾌﾞﾗｹｯﾄﾎﾟﾝﾌﾟNA,1,8,仕上加工,56008,大沢
34222KC010,ﾌﾞﾗｹｯﾄﾎﾟﾝﾌﾟNA,2,1,鋳造,99999,秋葉
34223KC010,48V ｼｪﾙﾛｱ,1,8,仕上加工,56003,田島
34223KC010,48V ｼｪﾙﾛｱ,2,5,プレス,56001,ﾏﾙｺｳ
34223KC010,48V ｼｪﾙﾛｱ,3,1,鋳造,99999,秋葉
34311-361-23,ﾌﾚｰﾑ 311,1,23,検査,99999,秋葉
34311-361-23,ﾌﾚｰﾑ 311,2,8,仕上加工,56027,美才治
34311-361-23,ﾌﾚｰﾑ 311,3,1,鋳造,99999,秋葉
34314-361-33,ﾌﾚｰﾑ 314,1,23,検査,99999,秋葉
34314-361-33,ﾌﾚｰﾑ 314,2,8,仕上加工,56027,美才治
34314-361-33,ﾌﾚｰﾑ 314,3,1,鋳造,99999,秋葉
34342-361-32200,"FRAME,, 342",1,23,検査,99999,秋葉
34342-361-32200,"FRAME,, 342",2,16,アルマイト,54020,富士ﾃｯｸ
34342-361-32200,"FRAME,, 342",3,9,機械加工,56999,秋葉
34342-361-32200,"FRAME,, 342",4,8,仕上加工,56027,美才治
34342-361-32200,"FRAME,, 342",5,1,鋳造,99999,秋葉
34361-361-01200,"FRAME,, 361",1,23,検査,99999,秋葉
34361-361-01200,"FRAME,, 361",2,9,機械加工,56999,秋葉
34361-361-01200,"FRAME,, 361",3,8,仕上加工,56027,美才治
34361-361-01200,"FRAME,, 361",4,1,鋳造,99999,秋葉
34362-361-22100,"FRAME,, 362",1,23,検査,99999,秋葉
34362-361-22100,"FRAME,, 362",2,9,機械加工,56043,ﾏﾏﾀﾞ
34362-361-22100,"FRAME,, 362",3,8,仕上加工,56027,美才治
34362-361-22100,"FRAME,, 362",4,1,鋳造,99999,秋葉
34441AC000,22C ｼｪﾙﾛｱ,1,8,仕上加工,56017,亀井
34441AC000,22C ｼｪﾙﾛｱ,2,5,プレス,56001,ﾏﾙｺｳ
34441AC000,22C ｼｪﾙﾛｱ,3,1,鋳造,99999,秋葉
34441AC001,79V ｼｪﾙﾛｱ,1,9,機械加工,56003,田島
34441AC001,79V ｼｪﾙﾛｱ,2,8,仕上加工,56001,ﾏﾙｺｳ
34441AC001,79V ｼｪﾙﾛｱ,3,1,鋳造,99999,秋葉
34505-361-03200,"FRAME,, 567 A",1,23,検査,99999,秋葉
34505-361-03200,"FRAME,, 567 A",2,9,機械加工,56049,ﾀﾂﾐ
34505-361-03200,"FRAME,, 567 A",3,8,仕上加工,56005,ﾏﾂｲ
34505-361-03200,"FRAME,, 567 A",4,1,鋳造,99999,秋葉
34506-360-00000,"FRAME,, BE4",1,23,検査,99999,秋葉
34506-360-00000,"FRAME,, BE4",2,8,仕上加工,56003,田島
34506-360-00000,"FRAME,, BE4",3,1,鋳造,99999,秋葉
34516-360-XX,ﾌﾚｰﾑ SH3,1,23,検査,99999,秋葉
34516-360-XX,ﾌﾚｰﾑ SH3,2,8,仕上加工,0,#N/A
34516-360-XX,ﾌﾚｰﾑ SH3,3,1,鋳造,51212,関口
34516-361-11000,ﾌﾚ-ﾑ SH3 RR,1,23,検査,0,#N/A
34516-361-11000,ﾌﾚ-ﾑ SH3 RR,2,9,機械加工,50209,雨宮
34516-361-11000,ﾌﾚ-ﾑ SH3 RR,3,8,仕上加工,56005,ﾏﾂｲ
34516-361-11000,ﾌﾚ-ﾑ SH3 RR,4,1,鋳造,99999,秋葉
34527-360-01000,"FRAME,, 59J",1,23,検査,99999,秋葉
34527-360-01000,"FRAME,, 59J",2,8,仕上加工,56027,美才治
34527-360-01000,"FRAME,, 59J",3,1,鋳造,99999,秋葉
34534-361-01100,"FRAME,, 44B(S)",1,23,検査,99999,秋葉
34534-361-01100,"FRAME,, 44B(S)",2,9,機械加工,56016,佐藤機工
34534-361-01100,"FRAME,, 44B(S)",3,8,仕上加工,56005,ﾏﾂｲ
34534-361-01100,"FRAME,, 44B(S)",4,1,鋳造,99999,秋葉
34535-361-01000,"FRAME,, 44B(W)",1,23,検査,99999,秋葉
34535-361-01000,"FRAME,, 44B(W)",2,9,機械加工,56016,佐藤機工
34535-361-01000,"FRAME,, 44B(W)",3,8,仕上加工,56005,ﾏﾂｲ
34535-361-01000,"FRAME,, 44B(W)",4,1,鋳造,99999,秋葉
34539-360-00000,ﾌﾚ-ﾑ 8700 RR,1,23,検査,99999,秋葉
34539-360-00000,ﾌﾚ-ﾑ 8700 RR,2,8,仕上加工,0,#N/A
34539-360-00000,ﾌﾚ-ﾑ 8700 RR,3,1,鋳造,99999,秋葉
34544-361-02100,"FRAME,, N00W",1,23,検査,99999,秋葉
34544-361-02100,"FRAME,, N00W",2,9,機械加工,50209,雨宮
34544-361-02100,"FRAME,, N00W",3,8,仕上加工,56005,ﾏﾂｲ
34544-361-02100,"FRAME,, N00W",4,1,鋳造,99999,秋葉
34545-360-20000,ﾌﾚｰﾑ 906 WM-3206C,1,23,検査,99999,秋葉
34545-360-20000,ﾌﾚｰﾑ 906 WM-3206C,2,8,仕上加工,56001,ﾏﾙｺｳ
34545-360-20000,ﾌﾚｰﾑ 906 WM-3206C,3,1,鋳造,99999,秋葉
34545-361-00100,ﾌﾚｰﾑ 906,1,23,検査,99999,秋葉
34545-361-00100,ﾌﾚｰﾑ 906,2,8,仕上加工,56001,ﾏﾙｺｳ
34545-361-00100,ﾌﾚｰﾑ 906,3,1,鋳造,99999,秋葉
34546-361-00200,ﾌﾚｰﾑ GAG,1,23,検査,99999,秋葉
34546-361-00200,ﾌﾚｰﾑ GAG,2,9,機械加工,56049,ﾀﾂﾐ
34546-361-00200,ﾌﾚｰﾑ GAG,3,8,仕上加工,56005,ﾏﾂｲ
34546-361-00200,ﾌﾚｰﾑ GAG,4,1,鋳造,99999,秋葉
34556-361-01200,"FRAME,, 567 B",1,23,検査,99999,秋葉
34556-361-01200,"FRAME,, 567 B",2,9,機械加工,56049,ﾀﾂﾐ
34556-361-01200,"FRAME,, 567 B",3,8,仕上加工,56005,ﾏﾂｲ
34556-361-01200,"FRAME,, 567 B",4,1,鋳造,99999,秋葉
34561-361-11100,"FRAME,, 1F00",1,23,検査,99999,秋葉
34561-361-11100,"FRAME,, 1F00",2,9,機械加工,56013,佐藤
34561-361-11100,"FRAME,, 1F00",3,8,仕上加工,56003,田島
34561-361-11100,"FRAME,, 1F00",4,1,鋳造,99999,秋葉
34601-361-01000,ﾌﾚｰﾑ F10AT,1,23,検査,99999,秋葉
34601-361-01000,ﾌﾚｰﾑ F10AT,2,8,仕上加工,56027,美才治
34601-361-01000,ﾌﾚｰﾑ F10AT,3,1,鋳造,99999,秋葉
34602-361-11000,ﾌﾚｰﾑ 9941,1,23,検査,99999,秋葉
34602-361-11000,ﾌﾚｰﾑ 9941,2,8,仕上加工,56027,美才治
34602-361-11000,ﾌﾚｰﾑ 9941,3,1,鋳造,99999,秋葉
34604-360-00000,ﾌﾚｰﾑ 760 N,1,23,検査,99999,秋葉
34604-360-00000,ﾌﾚｰﾑ 760 N,2,8,仕上加工,0,#N/A
34604-360-00000,ﾌﾚｰﾑ 760 N,3,1,鋳造,99999,秋葉
34605-360-00,ﾌﾚｰﾑ 760 H,1,23,検査,99999,秋葉
34605-360-00,ﾌﾚｰﾑ 760 H,2,8,仕上加工,56005,ﾏﾂｲ
34605-360-00,ﾌﾚｰﾑ 760 H,3,1,鋳造,99999,秋葉
34605-360-XX,ﾌﾚｰﾑ 760H,1,23,検査,0,#N/A
34605-360-XX,ﾌﾚｰﾑ 760H,2,9,機械加工,0,#N/A
34605-360-XX,ﾌﾚｰﾑ 760H,3,8,仕上加工,0,#N/A
34605-360-XX,ﾌﾚｰﾑ 760H,4,1,鋳造,99999,秋葉
34612-361-00000,"FRAME,, 23A",1,23,検査,99999,秋葉
34612-361-00000,"FRAME,, 23A",2,8,仕上加工,56005,ﾏﾂｲ
34612-361-00000,"FRAME,, 23A",3,1,鋳造,99999,秋葉
34619-361-01000,ﾌﾚｰﾑ 1A41N,1,23,検査,99999,秋葉
34619-361-01000,ﾌﾚｰﾑ 1A41N,2,8,仕上加工,56003,田島
34619-361-01000,ﾌﾚｰﾑ 1A41N,3,1,鋳造,99999,秋葉
34620-361-01000,ﾌﾚｰﾑ 1A41H,1,23,検査,99999,秋葉
34620-361-01000,ﾌﾚｰﾑ 1A41H,2,8,仕上加工,56003,田島
34620-361-01000,ﾌﾚｰﾑ 1A41H,3,1,鋳造,99999,秋葉
34627-361-00000,"FRAME,, 1B41",1,9,機械加工,56003,田島
34627-361-00000,"FRAME,, 1B41",2,23,検査,99999,秋葉
34627-361-00000,"FRAME,, 1B41",3,8,仕上加工,56027,美才治
34627-361-00000,"FRAME,, 1B41",4,1,鋳造,99999,秋葉
34638-361-00100,"FRAME,, SC-001",1,25,出荷,0,#N/A
34638-361-00200,ﾌﾚｰﾑ SC-0,1,23,検査,99999,秋葉
34638-361-00200,ﾌﾚｰﾑ SC-0,2,9,機械加工,56003,田島
34638-361-00200,ﾌﾚｰﾑ SC-0,3,8,仕上加工,56027,美才治
34638-361-00200,ﾌﾚｰﾑ SC-0,4,1,鋳造,99999,秋葉
34641-361-00000,"FRAME,, 22C-S",1,23,検査,99999,秋葉
34641-361-00000,"FRAME,, 22C-S",2,9,機械加工,56003,田島
34641-361-00000,"FRAME,, 22C-S",3,8,仕上加工,56005,ﾏﾂｲ
34641-361-00000,"FRAME,, 22C-S",4,1,鋳造,99999,秋葉
34650-360-10000,ﾌﾚｰﾑ 22C-W,1,23,検査,99999,秋葉
34650-360-10000,ﾌﾚｰﾑ 22C-W,2,1,鋳造,99999,秋葉
34650-360-21000,ﾌﾚｰﾑ 22C-W,1,23,検査,99999,秋葉
34650-360-21000,ﾌﾚｰﾑ 22C-W,2,8,仕上加工,56027,美才治
34650-360-21000,ﾌﾚｰﾑ 22C-W,3,1,鋳造,99999,秋葉
34658-361-11000,ﾌﾚｰﾑ 019 (ｷｭｳ）,1,23,検査,99999,秋葉
34658-361-11000,ﾌﾚｰﾑ 019 (ｷｭｳ）,2,8,仕上加工,56027,美才治
34658-361-11000,ﾌﾚｰﾑ 019 (ｷｭｳ）,3,1,鋳造,99999,秋葉
34661-360-00000,"FRAME,, S04",1,23,検査,99999,秋葉
34661-360-00000,"FRAME,, S04",2,8,仕上加工,56027,美才治
34661-360-00000,"FRAME,, S04",3,1,鋳造,99999,秋葉
34664-361-00100,ﾌﾚｰﾑ 2B41,1,23,検査,99999,秋葉
34664-361-00100,ﾌﾚｰﾑ 2B41,2,9,機械加工,56003,田島
34664-361-00100,ﾌﾚｰﾑ 2B41,3,8,仕上加工,56005,ﾏﾂｲ
34664-361-00100,ﾌﾚｰﾑ 2B41,4,1,鋳造,99999,秋葉
34901-361-25,"FRAME,, 901",1,23,検査,99999,秋葉
34901-361-25,"FRAME,, 901",2,8,仕上加工,56003,田島
34901-361-25,"FRAME,, 901",3,1,鋳造,99999,秋葉
34914-361-22,"FRAME,, 914         XX",1,23,検査,99999,秋葉
34914-361-22,"FRAME,, 914         XX",2,8,仕上加工,56003,田島
34914-361-22,"FRAME,, 914         XX",3,1,鋳造,99999,秋葉
34923-361-12100,ﾌﾚｰﾑ 923 ITAKU,1,25,出荷,0,#N/A
34923-361-12200,"FRAME,, 923",1,23,検査,99999,秋葉
34923-361-12200,"FRAME,, 923",2,9,機械加工,56999,秋葉
34923-361-12200,"FRAME,, 923",3,8,仕上加工,56005,ﾏﾂｲ
34923-361-12200,"FRAME,, 923",4,1,鋳造,99999,秋葉
34955-361-01100,"FRAME,, 955",1,23,検査,99999,秋葉
34955-361-01100,"FRAME,, 955",2,9,機械加工,56043,ﾏﾏﾀﾞ
34955-361-01100,"FRAME,, 955",3,8,仕上加工,56027,美才治
34955-361-01100,"FRAME,, 955",4,1,鋳造,99999,秋葉
34956-361-01000,"FRAME,, 956",1,23,検査,99999,秋葉
34956-361-01000,"FRAME,, 956",2,9,機械加工,56043,ﾏﾏﾀﾞ
34956-361-01000,"FRAME,, 956",3,8,仕上加工,56027,美才治
34956-361-01000,"FRAME,, 956",4,1,鋳造,99999,秋葉
34967-361-00001,ﾌﾚｰﾑ 967 ﾕｼｭﾂ,1,25,出荷,0,#N/A
34967-361-00002,"FRAME,,967 ﾕｼｭﾂ JMP",1,25,出荷,0,#N/A
34967-361-00100,ﾌﾚｰﾑ 967 ITAKU,1,25,出荷,0,#N/A
34967-361-00200,ﾌﾚｰﾑ 967,1,23,検査,99999,秋葉
34967-361-00200,ﾌﾚｰﾑ 967,2,9,機械加工,56999,秋葉
34967-361-00200,ﾌﾚｰﾑ 967,3,8,仕上加工,56005,ﾏﾂｲ
34967-361-00200,ﾌﾚｰﾑ 967,4,1,鋳造,99999,秋葉
34970-361-10100,"FRAME,, 970",1,23,検査,99999,秋葉
34970-361-10100,"FRAME,, 970",2,9,機械加工,56003,田島
34970-361-10100,"FRAME,, 970",3,8,仕上加工,56005,ﾏﾂｲ
34970-361-10100,"FRAME,, 970",4,1,鋳造,99999,秋葉
34974-361-00100,"FRAME,, 974",1,23,検査,99999,秋葉
34974-361-00100,"FRAME,, 974",2,9,機械加工,56043,ﾏﾏﾀﾞ
34974-361-00100,"FRAME,, 974",3,8,仕上加工,56005,ﾏﾂｲ
34974-361-00100,"FRAME,, 974",4,1,鋳造,99999,秋葉
34982-361-20000,"FRAME,, 982",1,23,検査,99999,秋葉
34982-361-20000,"FRAME,, 982",2,9,機械加工,56003,田島
34982-361-20000,"FRAME,, 982",3,8,仕上加工,56005,ﾏﾂｲ
34982-361-20000,"FRAME,, 982",4,1,鋳造,99999,秋葉
34982-361-21003,"FRAME,,982 MASE",1,25,出荷,0,#N/A
34989-361-10100,"FRAME,, 989",1,23,検査,99999,秋葉
34989-361-10100,"FRAME,, 989",2,9,機械加工,56043,ﾏﾏﾀﾞ
34989-361-10100,"FRAME,, 989",3,8,仕上加工,56005,ﾏﾂｲ
34989-361-10100,"FRAME,, 989",4,1,鋳造,99999,秋葉
34992-361-00001,"FRAME,,992 ﾕｼｭﾂ",1,25,出荷,0,#N/A
34992-361-00002,"FRAME,,992 ﾕｼｭﾂ JMP",1,25,出荷,0,#N/A
34992-361-00100,"FRAME,,992",1,23,検査,99999,秋葉
34992-361-00100,"FRAME,,992",2,9,機械加工,56003,田島
34992-361-00100,"FRAME,,992",3,8,仕上加工,56005,ﾏﾂｲ
34992-361-00100,"FRAME,,992",4,1,鋳造,99999,秋葉
34993-361-00000,"FRAME,,993",1,23,検査,99999,秋葉
34993-361-00000,"FRAME,,993",2,9,機械加工,56003,田島
34993-361-00000,"FRAME,,993",3,8,仕上加工,56005,ﾏﾂｲ
34993-361-00000,"FRAME,,993",4,1,鋳造,99999,秋葉
34993-361-00003,"FRAME,,993 MASE",1,25,出荷,0,#N/A
357ALFREST-L,AL-FOOTREST LHD,1,20,組立,56026,町田
357ALFREST-R,AL-FOOTREST RHD,1,20,組立,56026,町田
357-FRBS-L,ﾌｯﾄﾚｽﾄﾍﾞｰｽ L,1,17,メッキ,54002,山下
357-FRBS-L,ﾌｯﾄﾚｽﾄﾍﾞｰｽ L,2,8,仕上加工,56005,ﾏﾂｲ
357-FRBS-L,ﾌｯﾄﾚｽﾄﾍﾞｰｽ L,3,1,鋳造,99999,秋葉
357-FRBS-R,ﾌｯﾄﾚｽﾄﾍﾞｰｽ R,1,17,メッキ,54002,山下
357-FRBS-R,ﾌｯﾄﾚｽﾄﾍﾞｰｽ R,2,8,仕上加工,56005,ﾏﾂｲ
357-FRBS-R,ﾌｯﾄﾚｽﾄﾍﾞｰｽ R,3,1,鋳造,99999,秋葉
36181-35021-A04,ﾎﾞﾃﾞｨﾄﾗﾝｽﾌｧｵｲﾙﾎﾟﾝﾌﾟXX,1,1,鋳造,99999,秋葉
36183-35020-B0Z,ﾌﾟﾚｰﾄﾄﾗﾝｽﾌｧｵｲﾙﾎﾟﾝﾌﾟXX,1,1,鋳造,99999,秋葉
3770-6310,ﾌﾛﾝﾄﾊｳｼﾞﾝｸﾞｷｬｽﾃｨﾝｸﾞ #01L/R,1,1,鋳造,99999,秋葉
3775B-6310,ﾌﾛﾝﾄﾊｳｼﾞﾝｸﾞ TRSE09D3775 XX,1,1,鋳造,99999,秋葉
38101-908-00000,"NUT,, 801",1,23,検査,99999,秋葉
38101-908-00000,"NUT,, 801",2,9,機械加工,56016,佐藤機工
38101-908-00000,"NUT,, 801",3,1,鋳造,99999,秋葉
38114-00,ﾊｳｼﾞﾝｸﾞ L          XX,1,1,鋳造,99999,秋葉
38321-401-00000,"SLEEVE,, R A160 AC-R",1,23,検査,0,#N/A
38321-401-00000,"SLEEVE,, R A160 AC-R",2,17,メッキ,0,#N/A
38321-401-00000,"SLEEVE,, R A160 AC-R",3,8,仕上加工,0,#N/A
38321-401-00000,"SLEEVE,, R A160 AC-R",4,1,鋳造,51213,岡芹
38322-401-00000,"SLEEVE,, L A160 AC-R",1,23,検査,0,#N/A
38322-401-00000,"SLEEVE,, L A160 AC-R",2,17,メッキ,0,#N/A
38322-401-00000,"SLEEVE,, L A160 AC-R",3,8,仕上加工,0,#N/A
38322-401-00000,"SLEEVE,, L A160 AC-R",4,1,鋳造,51213,岡芹
38361-361-00100,"BRKT.,, C RH 361",1,8,仕上加工,56005,ﾏﾂｲ
38361-361-00100,"BRKT.,, C RH 361",2,1,鋳造,99999,秋葉
38361-441-00100,"BRKT.,, B RH 361",1,8,仕上加工,56005,ﾏﾂｲ
38361-441-00100,"BRKT.,, B RH 361",2,1,鋳造,99999,秋葉
38362-361-00100,"BRKT.,, C LH 362",1,8,仕上加工,56005,ﾏﾂｲ
38362-361-00100,"BRKT.,, C LH 362",2,1,鋳造,99999,秋葉
38362-441-00100,"BRKT.,, B LH 362",1,8,仕上加工,56005,ﾏﾂｲ
38362-441-00100,"BRKT.,, B LH 362",2,1,鋳造,99999,秋葉
38363-361-30100,"BRKT.,, A LH 363",1,8,仕上加工,56005,ﾏﾂｲ
38363-361-30100,"BRKT.,, A LH 363",2,1,鋳造,99999,秋葉
38363-441-00100,"BRKT.,, B LH 363",1,8,仕上加工,56999,秋葉
38363-441-00100,"BRKT.,, B LH 363",2,1,鋳造,99999,秋葉
38368-361-01000,"BRKT.,, A 368",1,8,仕上加工,56005,ﾏﾂｲ
38368-361-01000,"BRKT.,, A 368",2,1,鋳造,51235,ﾄｰｴｲ
38368-441-01000,"BRKT.,, B 368",1,8,仕上加工,56005,ﾏﾂｲ
38368-441-01000,"BRKT.,, B 368",2,1,鋳造,99999,秋葉
38373-441-20100,"BRKT.,, B RH 373",1,8,仕上加工,56001,ﾏﾙｺｳ
38373-441-20100,"BRKT.,, B RH 373",2,1,鋳造,99999,秋葉
38374-441-20100,"BRKT.,, B LH 374",1,8,仕上加工,56001,ﾏﾙｺｳ
38374-441-20100,"BRKT.,, B LH 374",2,1,鋳造,99999,秋葉
38378-361-11100,"BRKT.,, A RH 378",1,8,仕上加工,56005,ﾏﾂｲ
38378-361-11100,"BRKT.,, A RH 378",2,1,鋳造,99999,秋葉
38378-441-11100,"BRKT.,, B RH 378",1,8,仕上加工,56048,YSK
38378-441-11100,"BRKT.,, B RH 378",2,1,鋳造,99999,秋葉
38379-361-11100,"BRKT.,, A LH 379",1,8,仕上加工,56048,YSK
38379-361-11100,"BRKT.,, A LH 379",2,1,鋳造,99999,秋葉
38379-441-11100,"BRKT.,, B LH 379",1,8,仕上加工,56005,ﾏﾂｲ
38379-441-11100,"BRKT.,, B LH 379",2,1,鋳造,99999,秋葉
38383-361-00100,"BRKT.,, A RH 383",1,8,仕上加工,56048,YSK
38383-361-00100,"BRKT.,, A RH 383",2,1,鋳造,99999,秋葉
38383-441-00100,"BRKT.,, B RH 383",1,8,仕上加工,56999,秋葉
38383-441-00100,"BRKT.,, B RH 383",2,1,鋳造,99999,秋葉
38384-361-00100,"BRKT.,, A LH 384",1,8,仕上加工,56048,YSK
38384-361-00100,"BRKT.,, A LH 384",2,1,鋳造,99999,秋葉
38384-441-00100,"BRKT.,, B LH 384",1,8,仕上加工,56999,秋葉
38384-441-00100,"BRKT.,, B LH 384",2,1,鋳造,99999,秋葉
38395-361-31100,"BRKT.,, A RH 395",1,8,仕上加工,56048,YSK
38395-361-31100,"BRKT.,, A RH 395",2,1,鋳造,99999,秋葉
38395-411-10100,"BRKT.,, B RH 395",1,8,仕上加工,56048,YSK
38395-411-10100,"BRKT.,, B RH 395",2,1,鋳造,99999,秋葉
38395-441-00100,"BRKT.,, C RH 395",1,8,仕上加工,56048,YSK
38395-441-00100,"BRKT.,, C RH 395",2,1,鋳造,99999,秋葉
38417-401-00000,"SLEEVE,, B R",1,23,検査,99999,秋葉
38417-401-00000,"SLEEVE,, B R",2,8,仕上加工,56001,ﾏﾙｺｳ
38417-401-00000,"SLEEVE,, B R",3,1,鋳造,99999,秋葉
38418-401-00000,"SLEEVE,, B L",1,23,検査,99999,秋葉
38418-401-00000,"SLEEVE,, B L",2,8,仕上加工,56001,ﾏﾙｺｳ
38418-401-00000,"SLEEVE,, B L",3,1,鋳造,99999,秋葉
38689-401-00000,ｽﾘｰﾌﾞ A180 AMR,1,23,検査,99999,秋葉
38689-401-00000,ｽﾘｰﾌﾞ A180 AMR,2,9,機械加工,56013,佐藤
38689-401-00000,ｽﾘｰﾌﾞ A180 AMR,3,1,鋳造,99999,秋葉
38763-641-00000,"BUSH,, OUTER 580R",1,23,検査,99999,秋葉
38763-641-00000,"BUSH,, OUTER 580R",2,8,仕上加工,56001,ﾏﾙｺｳ
38763-641-00000,"BUSH,, OUTER 580R",3,1,鋳造,99999,秋葉
38777-641-00000,ﾌﾞｯｼｭｱｳﾀｰ 598R,1,23,検査,99999,秋葉
38777-641-00000,ﾌﾞｯｼｭｱｳﾀｰ 598R,2,8,仕上加工,0,#N/A
38777-641-00000,ﾌﾞｯｼｭｱｳﾀｰ 598R,3,1,鋳造,99999,秋葉
38991-401-10100,LM10-278 SLEEVE,1,8,仕上加工,56005,ﾏﾂｲ
38991-401-10100,LM10-278 SLEEVE,2,1,鋳造,99999,秋葉
38995-361-00100,"BRKT.,, B R 995",1,8,仕上加工,56001,ﾏﾙｺｳ
38995-361-00100,"BRKT.,, B R 995",2,1,鋳造,99999,秋葉
38995-441-20100,"BRKT.,, C R 995",1,8,仕上加工,56001,ﾏﾙｺｳ
38995-441-20100,"BRKT.,, C R 995",2,1,鋳造,99999,秋葉
38997-361-10100,"BRKT.,, B 997",1,8,仕上加工,56001,ﾏﾙｺｳ
38997-361-10100,"BRKT.,, B 997",2,1,鋳造,99999,秋葉
38997-441-00100,"BRKT.,, C 997",1,8,仕上加工,56001,ﾏﾙｺｳ
38997-441-00100,"BRKT.,, C 997",2,1,鋳造,99999,秋葉
38999-361-21000,"BRKT.,, A 999",1,8,仕上加工,56005,ﾏﾂｲ
38999-361-21000,"BRKT.,, A 999",2,1,鋳造,99999,秋葉
38999-441-01000,"BRKT.,, B 999",1,8,仕上加工,56016,佐藤機工
38999-441-01000,"BRKT.,, B 999",2,1,鋳造,99999,秋葉
